Begin: 50, Num: 19, Intermediate: 69, Count: 0, Result: 69
Begin: 6, Num: -42, Intermediate: -36, Count: 114, Result: 64
Begin: 64, Num: 45, Intermediate: 109, Count: 115, Result: 9
Begin: 9, Num: -88, Intermediate: -79, Count: 116, Result: 21
Begin: 21, Num: -75, Intermediate: -54, Count: 117, Result: 46
Begin: 46, Num: 491, Intermediate: 537, Count: 122, Result: 37
Begin: 37, Num: -48, Intermediate: -11, Count: 123, Result: 89
Begin: 89, Num: 11, Intermediate: 100, Count: 124, Result: 0
Begin: 0, Num: 14, Intermediate: 14, Count: 124, Result: 14
Begin: 14, Num: -14, Intermediate: 0, Count: 124, Result: 0
Begin: 0, Num: 81, Intermediate: 81, Count: 124, Result: 81
Begin: 81, Num: -81, Intermediate: 0, Count: 124, Result: 0
Begin: 0, Num: 63, Intermediate: 63, Count: 124, Result: 63
Begin: 63, Num: 37, Intermediate: 100, Count: 125, Result: 0
Begin: 0, Num: 8, Intermediate: 8, Count: 125, Result: 8
Begin: 8, Num: -47, Intermediate: -39, Count: 126, Result: 61
Begin: 61, Num: 39, Intermediate: 100, Count: 127, Result: 0
Begin: 0, Num: 73, Intermediate: 73, Count: 127, Result: 73
Begin: 73, Num: -73, Intermediate: 0, Count: 127, Result: 0
Begin: 0, Num: 947, Intermediate: 947, Count: 136, Result: 47
Begin: 47, Num: 973, Intermediate: 1020, Count: 146, Result: 20
Begin: 20, Num: 42, Intermediate: 62, Count: 146, Result: 62
Begin: 62, Num: -75, Intermediate: -13, Count: 147, Result: 87
Begin: 87, Num: 13, Intermediate: 100, Count: 148, Result: 0
Begin: 0, Num: -207, Intermediate: -207, Count: 150, Result: 93
Begin: 93, Num: -45, Intermediate: 48, Count: 150, Result: 48
Begin: 48, Num: -59, Intermediate: -11, Count: 151, Result: 89
Begin: 89, Num: 11, Intermediate: 100, Count: 152, Result: 0
Begin: 0, Num: 42, Intermediate: 42, Count: 152, Result: 42
Begin: 42, Num: -42, Intermediate: 0, Count: 152, Result: 0
Begin: 0, Num: 15, Intermediate: 15, Count: 152, Result: 15
Begin: 15, Num: -615, Intermediate: -600, Count: 159, Result: 0
Begin: 0, Num: -32, Intermediate: -32, Count: 159, Result: 68
Begin: 68, Num: -151, Intermediate: -83, Count: 160, Result: 17
Begin: 17, Num: -86, Intermediate: -69, Count: 161, Result: 31
Begin: 31, Num: -42, Intermediate: -11, Count: 162, Result: 89
Begin: 89, Num: -2, Intermediate: 87, Count: 162, Result: 87
Begin: 87, Num: 77, Intermediate: 164, Count: 163, Result: 64
Begin: 64, Num: -64, Intermediate: 0, Count: 163, Result: 0
Begin: 0, Num: 87, Intermediate: 87, Count: 163, Result: 87
Begin: 87, Num: 13, Intermediate: 100, Count: 164, Result: 0
Begin: 0, Num: 189, Intermediate: 189, Count: 165, Result: 89
Begin: 89, Num: -89, Intermediate: 0, Count: 165, Result: 0
Begin: 0, Num: 22, Intermediate: 22, Count: 165, Result: 22
Begin: 22, Num: 90, Intermediate: 112, Count: 166, Result: 12
Begin: 12, Num: 88, Intermediate: 100, Count: 167, Result: 0
Begin: 0, Num: 56, Intermediate: 56, Count: 167, Result: 56
Begin: 56, Num: 91, Intermediate: 147, Count: 168, Result: 47
Begin: 47, Num: 53, Intermediate: 100, Count: 169, Result: 0
Begin: 0, Num: 71, Intermediate: 71, Count: 169, Result: 71
Begin: 71, Num: -71, Intermediate: 0, Count: 169, Result: 0
Begin: 0, Num: 68, Intermediate: 68, Count: 169, Result: 68
Begin: 68, Num: -16, Intermediate: 52, Count: 169, Result: 52
Begin: 52, Num: 42, Intermediate: 94, Count: 169, Result: 94
Begin: 94, Num: 6, Intermediate: 100, Count: 170, Result: 0
Begin: 0, Num: -70, Intermediate: -70, Count: 170, Result: 30
Begin: 30, Num: -30, Intermediate: 0, Count: 170, Result: 0
Begin: 0, Num: 17, Intermediate: 17, Count: 170, Result: 17
Begin: 17, Num: -89, Intermediate: -72, Count: 171, Result: 28
Begin: 28, Num: 59, Intermediate: 87, Count: 171, Result: 87
Begin: 87, Num: 13, Intermediate: 100, Count: 172, Result: 0
Begin: 0, Num: -14, Intermediate: -14, Count: 172, Result: 86
Begin: 86, Num: 14, Intermediate: 100, Count: 173, Result: 0
Begin: 0, Num: -87, Intermediate: -87, Count: 173, Result: 13
Begin: 13, Num: 573, Intermediate: 586, Count: 178, Result: 86
Begin: 86, Num: -386, Intermediate: -300, Count: 182, Result: 0
Begin: 0, Num: 9, Intermediate: 9, Count: 182, Result: 9
Begin: 9, Num: -32, Intermediate: -23, Count: 183, Result: 77
Begin: 77, Num: -2, Intermediate: 75, Count: 183, Result: 75
Begin: 75, Num: 46, Intermediate: 121, Count: 184, Result: 21
Begin: 21, Num: -1, Intermediate: 20, Count: 184, Result: 20
Begin: 20, Num: -35, Intermediate: -15, Count: 185, Result: 85
Begin: 85, Num: -46, Intermediate: 39, Count: 185, Result: 39
Begin: 39, Num: 61, Intermediate: 100, Count: 186, Result: 0
Begin: 0, Num: 91, Intermediate: 91, Count: 186, Result: 91
Begin: 91, Num: 3, Intermediate: 94, Count: 186, Result: 94
Begin: 94, Num: -64, Intermediate: 30, Count: 186, Result: 30
Begin: 30, Num: -30, Intermediate: 0, Count: 186, Result: 0
Begin: 0, Num: -76, Intermediate: -76, Count: 186, Result: 24
Begin: 24, Num: 999, Intermediate: 1023, Count: 196, Result: 23
Begin: 23, Num: 17, Intermediate: 40, Count: 196, Result: 40
Begin: 40, Num: 86, Intermediate: 126, Count: 197, Result: 26
Begin: 26, Num: 62, Intermediate: 88, Count: 197, Result: 88
Begin: 88, Num: 71, Intermediate: 159, Count: 198, Result: 59
Begin: 59, Num: 471, Intermediate: 530, Count: 203, Result: 30
Begin: 30, Num: 5, Intermediate: 35, Count: 203, Result: 35
Begin: 35, Num: 65, Intermediate: 100, Count: 204, Result: 0
Begin: 0, Num: 76, Intermediate: 76, Count: 204, Result: 76
Begin: 76, Num: -76, Intermediate: 0, Count: 204, Result: 0
Begin: 0, Num: -91, Intermediate: -91, Count: 204, Result: 9
Begin: 9, Num: -9, Intermediate: 0, Count: 204, Result: 0
Begin: 0, Num: -86, Intermediate: -86, Count: 204, Result: 14
Begin: 14, Num: -94, Intermediate: -80, Count: 205, Result: 20
Begin: 20, Num: -75, Intermediate: -55, Count: 206, Result: 45
Begin: 45, Num: 55, Intermediate: 100, Count: 207, Result: 0
Begin: 0, Num: 93, Intermediate: 93, Count: 207, Result: 93
Begin: 93, Num: -24, Intermediate: 69, Count: 207, Result: 69
Begin: 69, Num: -89, Intermediate: -20, Count: 208, Result: 80
Begin: 80, Num: -80, Intermediate: 0, Count: 208, Result: 0
Begin: 0, Num: -86, Intermediate: -86, Count: 208, Result: 14
Begin: 14, Num: -14, Intermediate: 0, Count: 208, Result: 0
Begin: 0, Num: 86, Intermediate: 86, Count: 208, Result: 86
Begin: 86, Num: -86, Intermediate: 0, Count: 208, Result: 0
Begin: 0, Num: -19, Intermediate: -19, Count: 208, Result: 81
Begin: 81, Num: 32, Intermediate: 113, Count: 209, Result: 13
Begin: 13, Num: 87, Intermediate: 100, Count: 210, Result: 0
Begin: 0, Num: -738, Intermediate: -738, Count: 217, Result: 62
Begin: 62, Num: -62, Intermediate: 0, Count: 217, Result: 0
Begin: 0, Num: -44, Intermediate: -44, Count: 217, Result: 56
Begin: 56, Num: -750, Intermediate: -694, Count: 224, Result: 6
Begin: 6, Num: -6, Intermediate: 0, Count: 224, Result: 0
Begin: 0, Num: -98, Intermediate: -98, Count: 224, Result: 2
Begin: 2, Num: 366, Intermediate: 368, Count: 227, Result: 68
Begin: 68, Num: 65, Intermediate: 133, Count: 228, Result: 33
Begin: 33, Num: 67, Intermediate: 100, Count: 229, Result: 0
Begin: 0, Num: 86, Intermediate: 86, Count: 229, Result: 86
Begin: 86, Num: 514, Intermediate: 600, Count: 235, Result: 0
Begin: 0, Num: 164, Intermediate: 164, Count: 236, Result: 64
Begin: 64, Num: 20, Intermediate: 84, Count: 236, Result: 84
Begin: 84, Num: 46, Intermediate: 130, Count: 237, Result: 30
Begin: 30, Num: -60, Intermediate: -30, Count: 238, Result: 70
Begin: 70, Num: 30, Intermediate: 100, Count: 239, Result: 0
Begin: 0, Num: -62, Intermediate: -62, Count: 239, Result: 38
Begin: 38, Num: 62, Intermediate: 100, Count: 240, Result: 0
Begin: 0, Num: 55, Intermediate: 55, Count: 240, Result: 55
Begin: 55, Num: 45, Intermediate: 100, Count: 241, Result: 0
Begin: 0, Num: 84, Intermediate: 84, Count: 241, Result: 84
Begin: 84, Num: -86, Intermediate: -2, Count: 242, Result: 98
Begin: 98, Num: -99, Intermediate: -1, Count: 243, Result: 99
Begin: 99, Num: 1, Intermediate: 100, Count: 244, Result: 0
Begin: 0, Num: 414, Intermediate: 414, Count: 248, Result: 14
Begin: 14, Num: -62, Intermediate: -48, Count: 249, Result: 52
Begin: 52, Num: 893, Intermediate: 945, Count: 258, Result: 45
Begin: 45, Num: 97, Intermediate: 142, Count: 259, Result: 42
Begin: 42, Num: 73, Intermediate: 115, Count: 260, Result: 15
Begin: 15, Num: -739, Intermediate: -724, Count: 268, Result: 76
Begin: 76, Num: -76, Intermediate: 0, Count: 268, Result: 0
Begin: 0, Num: 362, Intermediate: 362, Count: 271, Result: 62
Begin: 62, Num: 17, Intermediate: 79, Count: 271, Result: 79
Begin: 79, Num: -211, Intermediate: -132, Count: 273, Result: 68
Begin: 68, Num: 41, Intermediate: 109, Count: 274, Result: 9
Begin: 9, Num: -25, Intermediate: -16, Count: 275, Result: 84
Begin: 84, Num: -112, Intermediate: -28, Count: 276, Result: 72
Begin: 72, Num: -64, Intermediate: 8, Count: 276, Result: 8
Begin: 8, Num: 66, Intermediate: 74, Count: 276, Result: 74
Begin: 74, Num: -15, Intermediate: 59, Count: 276, Result: 59
Begin: 59, Num: 52, Intermediate: 111, Count: 277, Result: 11
Begin: 11, Num: -76, Intermediate: -65, Count: 278, Result: 35
Begin: 35, Num: -35, Intermediate: 0, Count: 278, Result: 0
Begin: 0, Num: 38, Intermediate: 38, Count: 278, Result: 38
Begin: 38, Num: 129, Intermediate: 167, Count: 279, Result: 67
Begin: 67, Num: -72, Intermediate: -5, Count: 280, Result: 95
Begin: 95, Num: -6, Intermediate: 89, Count: 280, Result: 89
Begin: 89, Num: 11, Intermediate: 100, Count: 281, Result: 0
Begin: 0, Num: -30, Intermediate: -30, Count: 281, Result: 70
Begin: 70, Num: 21, Intermediate: 91, Count: 281, Result: 91
Begin: 91, Num: 9, Intermediate: 100, Count: 282, Result: 0
Begin: 0, Num: -54, Intermediate: -54, Count: 282, Result: 46
Begin: 46, Num: -46, Intermediate: 0, Count: 282, Result: 0
Begin: 0, Num: -94, Intermediate: -94, Count: 282, Result: 6
Begin: 6, Num: 280, Intermediate: 286, Count: 284, Result: 86
Begin: 86, Num: -59, Intermediate: 27, Count: 284, Result: 27
Begin: 27, Num: 84, Intermediate: 111, Count: 285, Result: 11
Begin: 11, Num: -616, Intermediate: -605, Count: 292, Result: 95
Begin: 95, Num: 595, Intermediate: 690, Count: 298, Result: 90
Begin: 90, Num: 745, Intermediate: 835, Count: 306, Result: 35
Begin: 35, Num: -35, Intermediate: 0, Count: 306, Result: 0
Begin: 0, Num: 334, Intermediate: 334, Count: 309, Result: 34
Begin: 34, Num: 114, Intermediate: 148, Count: 310, Result: 48
Begin: 48, Num: 95, Intermediate: 143, Count: 311, Result: 43
Begin: 43, Num: -43, Intermediate: 0, Count: 311, Result: 0
Begin: 0, Num: 12, Intermediate: 12, Count: 311, Result: 12
Begin: 12, Num: -51, Intermediate: -39, Count: 312, Result: 61
Begin: 61, Num: 55, Intermediate: 116, Count: 313, Result: 16
Begin: 16, Num: 84, Intermediate: 100, Count: 314, Result: 0
Begin: 0, Num: -91, Intermediate: -91, Count: 314, Result: 9
Begin: 9, Num: -706, Intermediate: -697, Count: 321, Result: 3
Begin: 3, Num: 2, Intermediate: 5, Count: 321, Result: 5
Begin: 5, Num: 95, Intermediate: 100, Count: 322, Result: 0
Begin: 0, Num: 76, Intermediate: 76, Count: 322, Result: 76
Begin: 76, Num: -76, Intermediate: 0, Count: 322, Result: 0
Begin: 0, Num: 397, Intermediate: 397, Count: 325, Result: 97
Begin: 97, Num: 15, Intermediate: 112, Count: 326, Result: 12
Begin: 12, Num: 927, Intermediate: 939, Count: 335, Result: 39
Begin: 39, Num: -39, Intermediate: 0, Count: 335, Result: 0
Begin: 0, Num: -23, Intermediate: -23, Count: 335, Result: 77
Begin: 77, Num: -77, Intermediate: 0, Count: 335, Result: 0
Begin: 0, Num: -74, Intermediate: -74, Count: 335, Result: 26
Begin: 26, Num: 34, Intermediate: 60, Count: 335, Result: 60
Begin: 60, Num: 440, Intermediate: 500, Count: 340, Result: 0
Begin: 0, Num: 21, Intermediate: 21, Count: 340, Result: 21
Begin: 21, Num: -221, Intermediate: -200, Count: 343, Result: 0
Begin: 0, Num: -45, Intermediate: -45, Count: 343, Result: 55
Begin: 55, Num: 45, Intermediate: 100, Count: 344, Result: 0
Begin: 0, Num: -80, Intermediate: -80, Count: 344, Result: 20
Begin: 20, Num: -16, Intermediate: 4, Count: 344, Result: 4
Begin: 4, Num: -7, Intermediate: -3, Count: 345, Result: 97
Begin: 97, Num: -14, Intermediate: 83, Count: 345, Result: 83
Begin: 83, Num: -283, Intermediate: -200, Count: 348, Result: 0
Begin: 0, Num: -18, Intermediate: -18, Count: 348, Result: 82
Begin: 82, Num: 18, Intermediate: 100, Count: 349, Result: 0
Begin: 0, Num: 839, Intermediate: 839, Count: 357, Result: 39
Begin: 39, Num: -239, Intermediate: -200, Count: 360, Result: 0
Begin: 0, Num: 91, Intermediate: 91, Count: 360, Result: 91
Begin: 91, Num: -91, Intermediate: 0, Count: 360, Result: 0
Begin: 0, Num: 66, Intermediate: 66, Count: 360, Result: 66
Begin: 66, Num: 54, Intermediate: 120, Count: 361, Result: 20
Begin: 20, Num: 37, Intermediate: 57, Count: 361, Result: 57
Begin: 57, Num: 42, Intermediate: 99, Count: 361, Result: 99
Begin: 99, Num: -99, Intermediate: 0, Count: 361, Result: 0
Begin: 0, Num: 836, Intermediate: 836, Count: 369, Result: 36
Begin: 36, Num: -11, Intermediate: 25, Count: 369, Result: 25
Begin: 25, Num: 575, Intermediate: 600, Count: 375, Result: 0
Begin: 0, Num: 54, Intermediate: 54, Count: 375, Result: 54
Begin: 54, Num: 41, Intermediate: 95, Count: 375, Result: 95
Begin: 95, Num: -29, Intermediate: 66, Count: 375, Result: 66
Begin: 66, Num: 94, Intermediate: 160, Count: 376, Result: 60
Begin: 60, Num: 40, Intermediate: 100, Count: 377, Result: 0
Begin: 0, Num: -72, Intermediate: -72, Count: 377, Result: 28
Begin: 28, Num: 72, Intermediate: 100, Count: 378, Result: 0
Begin: 0, Num: -556, Intermediate: -556, Count: 383, Result: 44
Begin: 44, Num: 10, Intermediate: 54, Count: 383, Result: 54
Begin: 54, Num: -854, Intermediate: -800, Count: 392, Result: 0
Begin: 0, Num: 21, Intermediate: 21, Count: 392, Result: 21
Begin: 21, Num: -79, Intermediate: -58, Count: 393, Result: 42
Begin: 42, Num: 15, Intermediate: 57, Count: 393, Result: 57
Begin: 57, Num: 331, Intermediate: 388, Count: 396, Result: 88
Begin: 88, Num: -83, Intermediate: 5, Count: 396, Result: 5
Begin: 5, Num: -32, Intermediate: -27, Count: 397, Result: 73
Begin: 73, Num: -88, Intermediate: -15, Count: 398, Result: 85
Begin: 85, Num: -35, Intermediate: 50, Count: 398, Result: 50
Begin: 50, Num: -50, Intermediate: 0, Count: 398, Result: 0
Begin: 0, Num: 29, Intermediate: 29, Count: 398, Result: 29
Begin: 29, Num: -210, Intermediate: -181, Count: 400, Result: 19
Begin: 19, Num: 65, Intermediate: 84, Count: 400, Result: 84
Begin: 84, Num: -346, Intermediate: -262, Count: 403, Result: 38
Begin: 38, Num: -38, Intermediate: 0, Count: 403, Result: 0
Begin: 0, Num: -44, Intermediate: -44, Count: 403, Result: 56
Begin: 56, Num: 44, Intermediate: 100, Count: 404, Result: 0
Begin: 0, Num: 314, Intermediate: 314, Count: 407, Result: 14
Begin: 14, Num: 79, Intermediate: 93, Count: 407, Result: 93
Begin: 93, Num: -56, Intermediate: 37, Count: 407, Result: 37
Begin: 37, Num: -14, Intermediate: 23, Count: 407, Result: 23
Begin: 23, Num: 77, Intermediate: 100, Count: 408, Result: 0
Begin: 0, Num: 1, Intermediate: 1, Count: 408, Result: 1
Begin: 1, Num: -20, Intermediate: -19, Count: 409, Result: 81
Begin: 81, Num: -581, Intermediate: -500, Count: 415, Result: 0
Begin: 0, Num: 49, Intermediate: 49, Count: 415, Result: 49
Begin: 49, Num: -28, Intermediate: 21, Count: 415, Result: 21
Begin: 21, Num: -725, Intermediate: -704, Count: 423, Result: 96
Begin: 96, Num: 54, Intermediate: 150, Count: 424, Result: 50
Begin: 50, Num: 450, Intermediate: 500, Count: 429, Result: 0
Begin: 0, Num: 53, Intermediate: 53, Count: 429, Result: 53
Begin: 53, Num: 73, Intermediate: 126, Count: 430, Result: 26
Begin: 26, Num: -57, Intermediate: -31, Count: 431, Result: 69
Begin: 69, Num: -79, Intermediate: -10, Count: 432, Result: 90
Begin: 90, Num: 726, Intermediate: 816, Count: 440, Result: 16
Begin: 16, Num: -37, Intermediate: -21, Count: 441, Result: 79
Begin: 79, Num: -79, Intermediate: 0, Count: 441, Result: 0
Begin: 0, Num: 50, Intermediate: 50, Count: 441, Result: 50
Begin: 50, Num: 29, Intermediate: 79, Count: 441, Result: 79
Begin: 79, Num: -879, Intermediate: -800, Count: 450, Result: 0
